;Date;actual;position;action;number;account;value
1668;18.01.2019;1696,199951;1693,219971;HOLD;9;-4490;10775
1669;22.01.2019;1632,170044;1696,199951;HOLD;9;-4490;10198
1670;23.01.2019;1640,02002;1632,170044;HOLD;9;-4490;10269
1671;24.01.2019;1654,930054;1640,02002;SELL;8;-2835;10403
1672;25.01.2019;1670,569946;1654,930054;HOLD;8;-2835;10528
1673;28.01.2019;1637,890015;1670,569946;SELL;7;-1197;10267
1674;29.01.2019;1593,880005;1637,890015;BUY;8;-2791;9959
1675;30.01.2019;1670,430054;1593,880005;HOLD;8;-2791;10571
1676;31.01.2019;1718,72998;1670,430054;HOLD;8;-2791;10958
1677;01.02.2019;1626,22998;1718,72998;BUY;9;-4417;10218
1678;04.02.2019;1633,310059;1626,22998;HOLD;9;-4417;10281
1679;05.02.2019;1658,810059;1633,310059;SELL;8;-2759;10511
1680;06.02.2019;1640,26001;1658,810059;HOLD;8;-2759;10363
1681;07.02.2019;1614,369995;1640,26001;BUY;9;-4373;10155
1682;08.02.2019;1588,219971;1614,369995;SELL;8;-2785;9920
1683;11.02.2019;1591;1588,219971;HOLD;8;-2785;9942
1684;12.02.2019;1638,01001;1591;SELL;7;-1147;10318
1685;13.02.2019;1640;1638,01001;BUY;8;-2787;10332
1686;14.02.2019;1622,650024;1640;HOLD;8;-2787;10194
1687;15.02.2019;1607,949951;1622,650024;HOLD;8;-2787;10076
1688;19.02.2019;1627,579956;1607,949951;HOLD;8;-2787;10233
1689;20.02.2019;1622,099976;1627,579956;SELL;7;-1165;10189
1690;21.02.2019;1619,439941;1622,099976;BUY;8;-2784;10170
1691;22.02.2019;1631,560059;1619,439941;SELL;7;-1152;10267
1692;25.02.2019;1633;1631,560059;SELL;6;480;10278
1693;26.02.2019;1636,400024;1633;HOLD;6;480;10298
1694;27.02.2019;1641,089966;1636,400024;SELL;5;2121;10326
1695;28.02.2019;1639,829956;1641,089966;HOLD;5;2121;10320
1696;01.03.2019;1671,72998;1639,829956;HOLD;5;2121;10479
1697;04.03.2019;1696,170044;1671,72998;SELL;4;3817;10601
1698;05.03.2019;1692,430054;1696,170044;BUY;5;2124;10587
1699;06.03.2019;1668,949951;1692,430054;HOLD;5;2124;10469
1700;07.03.2019;1625,949951;1668,949951;BUY;6;498;10254
1701;08.03.2019;1620,800049;1625,949951;BUY;7;-1121;10223
1702;11.03.2019;1670,619995;1620,800049;BUY;8;-2792;10572
1703;12.03.2019;1673,099976;1670,619995;SELL;7;-1119;10592
1704;13.03.2019;1690,810059;1673,099976;BUY;8;-2810;10716
1705;14.03.2019;1686,219971;1690,810059;SELL;7;-1124;10679
1706;15.03.2019;1712,359985;1686,219971;HOLD;7;-1124;10862
1707;18.03.2019;1742,150024;1712,359985;SELL;6;618;11071
1708;19.03.2019;1761,849976;1742,150024;BUY;7;-1143;11189
1709;20.03.2019;1797,27002;1761,849976;SELL;6;653;11437
1710;21.03.2019;1819,26001;1797,27002;SELL;5;2472;11569
1711;22.03.2019;1764,77002;1819,26001;HOLD;5;2472;11296
1712;25.03.2019;1774,26001;1764,77002;HOLD;5;2472;11344
1713;26.03.2019;1783,76001;1774,26001;SELL;4;4256;11391
1714;27.03.2019;1765,699951;1783,76001;HOLD;4;4256;11319
1715;28.03.2019;1773,420044;1765,699951;BUY;5;2483;11350
1716;29.03.2019;1780,75;1773,420044;SELL;4;4263;11386
1717;01.04.2019;1814,189941;1780,75;HOLD;4;4263;11520
1718;02.04.2019;1813,97998;1814,189941;BUY;5;2449;11519
1719;03.04.2019;1820,699951;1813,97998;HOLD;5;2449;11553
1720;04.04.2019;1818,859985;1820,699951;SELL;4;4268;11544
1721;05.04.2019;1837,280029;1818,859985;BUY;5;2431;11617
1722;08.04.2019;1849,859985;1837,280029;SELL;4;4281;11680
1723;09.04.2019;1835,839966;1849,859985;BUY;5;2445;11624
1724;10.04.2019;1847,329956;1835,839966;BUY;6;598;11682
1725;11.04.2019;1844,069946;1847,329956;SELL;5;2442;11662
1726;12.04.2019;1843,060059;1844,069946;HOLD;5;2442;11657
1727;15.04.2019;1844,869995;1843,060059;HOLD;5;2442;11666
1728;16.04.2019;1863,040039;1844,869995;SELL;4;4305;11757
1729;17.04.2019;1864,819946;1863,040039;HOLD;4;4305;11764
1730;18.04.2019;1861,689941;1864,819946;BUY;5;2443;11752
1731;22.04.2019;1887,310059;1861,689941;HOLD;5;2443;11880
1732;23.04.2019;1923,77002;1887,310059;HOLD;5;2443;12062
1733;24.04.2019;1901,75;1923,77002;BUY;6;541;11952
1734;25.04.2019;1902,25;1901,75;BUY;7;-1360;11955
1735;26.04.2019;1950,630005;1902,25;SELL;6;590;12294
1736;29.04.2019;1938,430054;1950,630005;HOLD;6;590;12220
1737;30.04.2019;1926,52002;1938,430054;BUY;7;-1336;12149
1738;01.05.2019;1911,52002;1926,52002;SELL;6;575;12044
1739;02.05.2019;1900,819946;1911,52002;HOLD;6;575;11980
1740;03.05.2019;1962,459961;1900,819946;BUY;7;-1387;12350
1741;06.05.2019;1950,550049;1962,459961;SELL;6;563;12266
1742;07.05.2019;1921;1950,550049;BUY;7;-1357;12089
1743;08.05.2019;1917,77002;1921;HOLD;7;-1357;12066
1744;09.05.2019;1899,869995;1917,77002;BUY;8;-3257;11941
1745;10.05.2019;1889,97998;1899,869995;BUY;9;-5147;11862
1746;13.05.2019;1822,680054;1889,97998;BUY;10;-6970;11256
1747;14.05.2019;1840,119995;1822,680054;BUY;11;-8810;11431
1748;15.05.2019;1871,150024;1840,119995;SELL;10;-6939;11772
1749;16.05.2019;1907,569946;1871,150024;BUY;11;-8846;12136
1750;17.05.2019;1869;1907,569946;SELL;10;-6977;11712
1751;20.05.2019;1858,969971;1869;HOLD;10;-6977;11611
1752;21.05.2019;1857,52002;1858,969971;SELL;9;-5120;11597
1753;22.05.2019;1859,680054;1857,52002;BUY;10;-6979;11616
1754;23.05.2019;1815,47998;1859,680054;SELL;9;-5164;11174
1755;24.05.2019;1823,280029;1815,47998;BUY;10;-6987;11245
1756;28.05.2019;1836,430054;1823,280029;SELL;9;-5151;11376
1757;29.05.2019;1819,189941;1836,430054;HOLD;9;-5151;11221
1758;30.05.2019;1816,319946;1819,189941;BUY;10;-6967;11195
1759;31.05.2019;1775,069946;1816,319946;HOLD;10;-6967;10783
1760;03.06.2019;1692,689941;1775,069946;BUY;11;-8660;9959
1761;04.06.2019;1729,560059;1692,689941;HOLD;11;-8660;10364
1762;05.06.2019;1738,5;1729,560059;SELL;10;-6921;10463
1763;06.06.2019;1754,359985;1738,5;HOLD;10;-6921;10621
1764;07.06.2019;1804,030029;1754,359985;HOLD;10;-6921;11118
1765;10.06.2019;1860,630005;1804,030029;HOLD;10;-6921;11684
1766;11.06.2019;1863,699951;1860,630005;HOLD;10;-6921;11715
1767;12.06.2019;1855,319946;1863,699951;HOLD;10;-6921;11631
1768;13.06.2019;1870,300049;1855,319946;BUY;11;-8792;11781
1769;14.06.2019;1869,670044;1870,300049;SELL;10;-6922;11774
1770;17.06.2019;1886,030029;1869,670044;BUY;11;-8808;11937
1771;18.06.2019;1901,369995;1886,030029;SELL;10;-6907;12106
1772;19.06.2019;1908,790039;1901,369995;HOLD;10;-6907;12180
1773;20.06.2019;1918,189941;1908,790039;HOLD;10;-6907;12274
1774;21.06.2019;1911,300049;1918,189941;HOLD;10;-6907;12205
1775;24.06.2019;1913,900024;1911,300049;BUY;11;-8820;12231
1776;25.06.2019;1878,27002;1913,900024;HOLD;11;-8820;11840
1777;26.06.2019;1897,829956;1878,27002;HOLD;11;-8820;12055
1778;27.06.2019;1904,280029;1897,829956;SELL;10;-6916;12126
1779;28.06.2019;1893,630005;1904,280029;BUY;11;-8810;12019
1780;01.07.2019;1922,189941;1893,630005;HOLD;11;-8810;12333
1781;02.07.2019;1934,310059;1922,189941;SELL;10;-6875;12467
1782;03.07.2019;1939;1934,310059;HOLD;10;-6875;12514
1783;05.07.2019;1942,910034;1939;HOLD;10;-6875;12553
1784;08.07.2019;1952,319946;1942,910034;HOLD;10;-6875;12647
1785;09.07.2019;1988,300049;1952,319946;HOLD;10;-6875;13007
1786;10.07.2019;2017,410034;1988,300049;BUY;11;-8893;13298
1787;11.07.2019;2001,069946;2017,410034;HOLD;11;-8893;13118
1788;12.07.2019;2011;2001,069946;HOLD;11;-8893;13227
1789;15.07.2019;2020,98999;2011;SELL;10;-6872;13337
1790;16.07.2019;2009,900024;2020,98999;HOLD;10;-6872;13226
1791;17.07.2019;1992,030029;2009,900024;HOLD;10;-6872;13047
1792;18.07.2019;1977,900024;1992,030029;HOLD;10;-6872;12906
1793;19.07.2019;1964,52002;1977,900024;HOLD;10;-6872;12772
1794;22.07.2019;1985,630005;1964,52002;BUY;11;-8858;12983
1795;23.07.2019;1994,48999;1985,630005;SELL;10;-6863;13081
1796;24.07.2019;2000,810059;1994,48999;HOLD;10;-6863;13144
1797;25.07.2019;1973,819946;2000,810059;HOLD;10;-6863;12874
1798;26.07.2019;1943,050049;1973,819946;HOLD;10;-6863;12566
1799;29.07.2019;1912,449951;1943,050049;HOLD;10;-6863;12260
1800;30.07.2019;1898,530029;1912,449951;BUY;11;-8762;12121
1801;31.07.2019;1866,780029;1898,530029;HOLD;11;-8762;11772
1802;01.08.2019;1855,319946;1866,780029;HOLD;11;-8762;11646
1803;02.08.2019;1823,23999;1855,319946;HOLD;11;-8762;11293
1804;05.08.2019;1765,130005;1823,23999;HOLD;11;-8762;10654
1805;06.08.2019;1787,829956;1765,130005;HOLD;11;-8762;10904
1806;07.08.2019;1793,400024;1787,829956;SELL;10;-6968;10965
1807;08.08.2019;1832,890015;1793,400024;BUY;11;-8801;11360
1808;09.08.2019;1807,579956;1832,890015;SELL;10;-6993;11081
1809;12.08.2019;1784,920044;1807,579956;HOLD;10;-6993;10855
1810;13.08.2019;1824,339966;1784,920044;SELL;9;-5169;11249
1811;14.08.2019;1762,959961;1824,339966;HOLD;9;-5169;10696
1812;15.08.2019;1776,119995;1762,959961;BUY;10;-6945;10815
1813;16.08.2019;1792,569946;1776,119995;SELL;9;-5153;10979
1814;19.08.2019;1816,119995;1792,569946;HOLD;9;-5153;11191
1815;20.08.2019;1801,380005;1816,119995;HOLD;9;-5153;11059
1816;21.08.2019;1823,540039;1801,380005;BUY;10;-6976;11258
1817;22.08.2019;1804,660034;1823,540039;SELL;9;-5172;11069
1818;23.08.2019;1749,619995;1804,660034;BUY;10;-6921;10574
1819;26.08.2019;1768,869995;1749,619995;SELL;9;-5152;10766
1820;27.08.2019;1761,829956;1768,869995;HOLD;9;-5152;10703
1821;28.08.2019;1764,25;1761,829956;BUY;10;-6917;10725
1822;29.08.2019;1786,400024;1764,25;SELL;9;-5130;10946
1823;30.08.2019;1776,290039;1786,400024;HOLD;9;-5130;10855
1824;03.09.2019;1789,839966;1776,290039;BUY;10;-6920;10977
1825;04.09.2019;1800,619995;1789,839966;SELL;9;-5119;11085
1826;05.09.2019;1840,719971;1800,619995;BUY;10;-6960;11446
1827;06.09.2019;1833,51001;1840,719971;HOLD;10;-6960;11374
1828;09.09.2019;1831,349976;1833,51001;HOLD;10;-6960;11352
1829;10.09.2019;1820,550049;1831,349976;HOLD;10;-6960;11244
1830;11.09.2019;1822,98999;1820,550049;BUY;11;-8783;11269
1831;12.09.2019;1843,550049;1822,98999;SELL;10;-6940;11495
1832;13.09.2019;1839,339966;1843,550049;HOLD;10;-6940;11453
1833;16.09.2019;1807,839966;1839,339966;HOLD;10;-6940;11138
1834;17.09.2019;1822,550049;1807,839966;HOLD;10;-6940;11285
1835;18.09.2019;1817,459961;1822,550049;SELL;9;-5122;11234
1836;19.09.2019;1821,5;1817,459961;BUY;10;-6944;11270
1837;20.09.2019;1794,160034;1821,5;SELL;9;-5149;10997
1838;23.09.2019;1785,300049;1794,160034;HOLD;9;-5149;10917
1839;24.09.2019;1741,609985;1785,300049;HOLD;9;-5149;10524
1840;25.09.2019;1768,329956;1741,609985;BUY;10;-6918;10765
1841;26.09.2019;1739,839966;1768,329956;SELL;9;-5178;10480
1842;27.09.2019;1725,449951;1739,839966;BUY;10;-6903;10350
